user_id,country,join_date,age
897,Indonesia,11/6/2018,27
898,France,9/17/2018,40
899,China,12/24/2018,47
900,China,7/20/2018,24
901,China,6/19/2018,32
902,France,5/20/2018,20
903,United States,3/25/2018,45
904,Russia,9/18/2018,36
905,Philippines,7/8/2018,35
906,Finland,2/3/2018,32
907,Argentina,11/29/2018,42
908,Palestinian Territory,1/17/2018,50
909,Argentina,8/24/2018,48
910,Brazil,4/20/2018,24
911,China,11/10/2018,23
912,Greece,7/17/2018,28
913,Greece,3/11/2018,27
914,Russia,5/20/2018,37
915,Indonesia,2/18/2018,18
916,Sweden,11/10/2018,32
917,Thailand,3/19/2018,40
918,Philippines,3/5/2018,27
919,Finland,5/14/2018,38
920,China,1/28/2018,32
921,Indonesia,6/30/2018,24
922,China,12/1/2018,42
923,Indonesia,4/14/2018,47
924,China,11/24/2018,49
925,Spain,4/15/2018,28
926,China,6/20/2018,34
927,Philippines,3/12/2018,45
928,Philippines,10/11/2018,47
929,Poland,9/13/2018,44
930,China,3/11/2018,41
931,Costa Rica,2/25/2018,32
932,Sweden,11/24/2018,34
933,Portugal,8/29/2018,23
934,Sweden,4/11/2018,48
935,Democratic Republic of the Congo,8/23/2018,36
936,Kiribati,3/28/2018,38
937,Portugal,7/14/2018,40
938,Portugal,9/11/2018,27
939,Philippines,9/26/2018,36
940,Portugal,11/5/2018,43
941,Colombia,12/16/2018,29
942,Ecuador,7/10/2018,43
943,Indonesia,1/23/2018,32
944,China,10/22/2018,49
945,France,10/27/2018,46
946,Poland,7/26/2018,34
947,France,10/3/2018,24
948,Indonesia,4/21/2018,35
949,Czech Republic,2/1/2018,36
950,Thailand,6/7/2018,37
951,Poland,5/12/2018,24
952,Greece,8/29/2018,38
953,Afghanistan,11/5/2018,28
954,China,7/17/2018,26
955,Indonesia,4/1/2018,27
956,Nigeria,6/22/2018,46
957,Indonesia,5/14/2018,18
958,Indonesia,6/19/2018,18
959,China,1/28/2018,23
960,Georgia,2/28/2018,24
961,Indonesia,12/17/2018,37
962,Thailand,9/19/2018,40
963,Brazil,1/22/2018,43
964,Russia,1/19/2018,50
965,Ukraine,11/10/2018,20
966,Indonesia,2/19/2018,34
967,China,2/25/2018,45
968,Indonesia,4/25/2018,34
969,Indonesia,8/9/2018,36
970,Bulgaria,8/19/2018,28
971,France,6/14/2018,25
972,China,5/28/2018,41
973,France,12/21/2018,38
974,China,5/31/2018,49
975,China,9/10/2018,20
976,China,6/14/2018,23
977,Uzbekistan,1/22/2018,19
978,Peru,2/19/2018,25
979,Indonesia,3/10/2018,21
980,Philippines,7/9/2018,49
981,New Zealand,8/7/2018,26
982,Brazil,5/19/2018,42
983,Indonesia,7/21/2018,23
984,Norway,8/28/2018,24
985,Brazil,1/29/2018,30
986,Nigeria,4/3/2018,20
987,China,10/4/2018,42
988,Netherlands,11/23/2018,47
989,Chad,12/5/2018,30
990,Tunisia,11/3/2018,23
991,Indonesia,7/9/2018,18
992,China,1/19/2018,32
993,Senegal,8/20/2018,25
994,Macedonia,4/27/2018,21
995,Indonesia,10/10/2018,49
996,Sweden,2/11/2018,43
997,Mexico,8/31/2018,32
998,China,8/13/2018,26
999,China,2/4/2018,36
1000,Indonesia,6/3/2018,35
1001,China,2/23/2018,18
1002,Russia,11/17/2018,44
1003,Indonesia,2/26/2018,49
1004,China,6/4/2018,45
1005,Brazil,3/9/2018,28
1006,Czech Republic,4/13/2018,23
1007,Australia,8/29/2018,45
1008,Panama,8/20/2018,20
1009,China,7/10/2018,18
1010,Afghanistan,10/10/2018,34
1011,Ukraine,4/2/2018,32
1012,Lithuania,1/8/2018,49
1013,China,9/2/2018,26
1014,Uruguay,6/19/2018,26
1015,Canada,9/2/2018,23
1016,Philippines,2/3/2018,41
1017,United States,6/8/2018,42
1018,Argentina,9/7/2018,44
1019,Thailand,11/10/2018,34
1020,China,4/10/2018,18
1021,China,9/3/2018,49
1022,China,11/20/2018,46
1023,Russia,2/5/2018,48
1024,Brazil,5/13/2018,26
1025,Brazil,4/24/2018,18
1026,Germany,5/30/2018,33
1027,Ghana,11/25/2018,34
1028,Kazakhstan,3/27/2018,19
1029,Bulgaria,2/15/2018,21
1030,Honduras,2/17/2018,48
1031,Indonesia,8/12/2018,41
1032,Colombia,3/21/2018,29
1033,China,10/4/2018,22
1034,Philippines,11/17/2018,22
1035,Indonesia,9/1/2018,29
1036,Norway,6/24/2018,35
1037,Indonesia,12/6/2018,29
1038,Poland,3/22/2018,30
1039,Russia,1/16/2018,42
1040,Indonesia,4/12/2018,19
1041,Indonesia,6/25/2018,21
1042,China,10/13/2018,22
1043,Philippines,7/3/2018,32
1044,China,4/15/2018,44
1045,Russia,9/30/2018,45
1046,Brazil,7/5/2018,45
1047,Estonia,11/9/2018,18
1048,Indonesia,2/2/2018,35
1049,Indonesia,10/9/2018,42
1050,Indonesia,3/1/2018,31
1051,Colombia,3/6/2018,22
1052,Sweden,2/22/2018,38
1053,Estonia,10/16/2018,41
1054,Mayotte,5/15/2018,41
1055,Venezuela,4/18/2018,21
1056,China,4/3/2018,44
1057,Portugal,10/6/2018,38
1058,Russia,11/23/2018,26
1059,Japan,7/27/2018,47
1060,Israel,7/26/2018,22
1061,Uganda,10/2/2018,49
1062,Indonesia,1/28/2018,40
1063,China,10/10/2018,20
1064,United States,3/1/2018,43
1065,China,9/21/2018,49
1066,France,1/20/2018,32
1067,Philippines,1/9/2018,18
1068,Philippines,9/15/2018,36
1069,Sweden,1/22/2018,30
1070,Bosnia and Herzegovina,8/28/2018,18
1071,Indonesia,10/2/2018,44
1072,Kyrgyzstan,6/4/2018,37
1073,Brazil,4/18/2018,25
1074,Brazil,12/5/2018,48
1075,Spain,9/27/2018,41
1076,Czech Republic,4/4/2018,25
1077,Sweden,5/30/2018,20
1078,United States,6/29/2018,36
1079,Japan,4/15/2018,42
1080,Indonesia,1/21/2018,29
1081,Portugal,12/20/2018,44
1082,China,5/5/2018,37
1083,China,6/29/2018,19
1084,Norway,8/8/2018,27
1085,Philippines,6/10/2018,25
1086,U.S. Virgin Islands,8/15/2018,39
1087,China,12/8/2018,46
1088,Philippines,9/20/2018,48
1089,Costa Rica,11/7/2018,21
1090,Netherlands,10/25/2018,33
1091,Belarus,7/29/2018,24
1092,Cuba,12/13/2018,42
1093,Russia,2/1/2018,22
1094,Greece,9/9/2018,35
1095,Brazil,7/20/2018,48
1096,Ethiopia,1/2/2018,25
1097,Brazil,3/9/2018,48
1098,Vietnam,6/13/2018,38
1099,China,7/21/2018,26
1100,Japan,6/18/2018,50
1101,Poland,5/19/2018,49
1102,Bolivia,4/17/2018,23
1103,Sweden,11/7/2018,20
1104,Portugal,2/18/2018,48
1105,Malaysia,8/10/2018,26
1106,Indonesia,12/27/2018,23
1107,Russia,2/2/2018,26
1108,Portugal,1/23/2018,35
1109,Russia,11/26/2018,34
1110,Indonesia,2/2/2018,50
1111,Madagascar,8/7/2018,43
1112,Philippines,9/5/2018,44
1113,Colombia,2/26/2018,30
1114,American Samoa,12/6/2018,36
1115,Portugal,12/18/2018,25
1116,Canada,5/11/2018,42
1117,Norway,8/6/2018,35
1118,South Africa,8/16/2018,21
1119,Botswana,5/28/2018,48
1120,Brazil,4/6/2018,39
1121,Egypt,12/1/2018,29
1122,Philippines,1/17/2018,43
1123,Tanzania,1/24/2018,23
1124,China,10/1/2018,48
1125,China,7/2/2018,26
1126,Indonesia,6/28/2018,50
1127,Indonesia,1/29/2018,49
1128,Paraguay,6/17/2018,43
1129,Libya,1/12/2018,28
1130,Syria,6/20/2018,28
1131,Guatemala,11/8/2018,24
1132,France,2/4/2018,33
1133,Netherlands,1/30/2018,30
1134,Indonesia,12/21/2018,26
1135,Slovenia,2/12/2018,29
1136,Indonesia,3/10/2018,29
1137,Philippines,9/24/2018,38
1138,China,3/31/2018,28
1139,France,9/11/2018,20
1140,Indonesia,12/9/2018,36
1141,Philippines,12/11/2018,41
1142,Democratic Republic of the Congo,2/10/2018,20
1143,China,8/8/2018,18
1144,France,4/8/2018,25
1145,Indonesia,9/22/2018,40
1146,Indonesia,8/5/2018,22
1147,Czech Republic,8/14/2018,47
1148,China,5/27/2018,47
1149,Brazil,4/23/2018,19
1150,Serbia,11/6/2018,46
1151,France,6/25/2018,20
1152,Mauritius,3/14/2018,38
1153,Pakistan,5/25/2018,49
1154,Russia,6/15/2018,22
1155,Russia,5/3/2018,38
1156,Portugal,1/24/2018,23
1157,Brazil,6/8/2018,44
1158,China,8/22/2018,46
1159,China,7/15/2018,39
1160,Zambia,5/23/2018,19
1161,Sweden,10/5/2018,36
1162,Poland,1/20/2018,20
1163,China,5/5/2018,22
1164,Portugal,1/15/2018,45
1165,Indonesia,7/11/2018,38
1166,Philippines,6/21/2018,28
1167,France,1/16/2018,41
1168,Pakistan,2/13/2018,43
1169,Ukraine,9/17/2018,47
1170,Indonesia,10/13/2018,37
1171,Bulgaria,11/15/2018,39
1172,Ukraine,12/17/2018,44
1173,North Korea,1/8/2018,41
1174,Poland,7/10/2018,40
1175,Democratic Republic of the Congo,7/29/2018,19
1176,France,8/20/2018,50
1177,Indonesia,3/27/2018,25
1178,China,7/17/2018,21
1179,Peru,12/16/2018,36
1180,Thailand,5/15/2018,42
1181,Niger,8/21/2018,34
1182,Portugal,8/8/2018,39
1183,Indonesia,7/12/2018,22
1184,China,8/5/2018,38
1185,Russia,6/22/2018,36
1186,Afghanistan,3/1/2018,36
1187,Russia,2/16/2018,32
1188,Poland,4/27/2018,36
1189,Poland,3/31/2018,35
1190,Czech Republic,8/6/2018,47
1191,Brazil,10/7/2018,23
1192,China,5/15/2018,50
1193,Netherlands,7/5/2018,23
1194,China,12/2/2018,21
1195,Germany,12/21/2018,41
1196,Cuba,11/18/2018,44
1197,France,7/16/2018,24
1198,Brazil,3/21/2018,48
1199,Croatia,4/25/2018,30
1200,Nigeria,5/28/2018,36
1201,China,8/25/2018,38
1202,Indonesia,8/5/2018,39
1203,Slovenia,3/24/2018,48
1204,Nigeria,1/7/2018,30
1205,Indonesia,5/1/2018,19
1206,Czech Republic,6/2/2018,42
1207,Indonesia,8/14/2018,28
1208,Thailand,2/11/2018,32
1209,South Africa,3/22/2018,40
1210,France,12/9/2018,46
1211,Iran,11/19/2018,21
1212,Indonesia,4/13/2018,43
1213,Canada,10/16/2018,48
1214,Indonesia,7/21/2018,25
1215,China,9/9/2018,47
1216,Poland,1/27/2018,31
1217,Russia,8/17/2018,36
1218,Indonesia,9/27/2018,28
1219,Japan,12/24/2018,33
1220,Indonesia,8/27/2018,48
1221,Ethiopia,9/21/2018,42
1222,Saint Kitts and Nevis,11/2/2018,24
1223,Poland,8/28/2018,20
1224,Czech Republic,3/17/2018,27
1225,Poland,8/14/2018,30
1226,Indonesia,9/12/2018,30
1227,Peru,12/22/2018,41
1228,China,9/6/2018,42
1229,China,5/26/2018,33
1230,China,3/20/2018,33
1231,Russia,8/28/2018,26
1232,Indonesia,10/16/2018,33
1233,Poland,6/29/2018,24
1234,China,11/21/2018,36
1235,Ukraine,6/19/2018,35
1236,China,11/6/2018,37
1237,Argentina,8/19/2018,27
1238,North Korea,7/14/2018,22
1239,Canada,8/7/2018,19
1240,United States,8/19/2018,37
1241,Nigeria,6/29/2018,26
1242,Slovenia,8/2/2018,37
1243,Canada,2/15/2018,40
1244,Philippines,3/13/2018,43
1245,United States,3/18/2018,24
1246,Indonesia,12/23/2018,30
1247,China,8/19/2018,22
1248,Cyprus,12/19/2018,47
1249,Philippines,6/21/2018,46
1250,Poland,6/9/2018,21
1251,China,1/13/2018,40
1252,Philippines,10/22/2018,34
1253,Guatemala,5/29/2018,25
1254,Portugal,8/31/2018,29
1255,Portugal,12/8/2018,20
1256,Japan,5/13/2018,44
1257,Canada,8/28/2018,41
1258,China,6/13/2018,31
1259,Mexico,4/10/2018,26
1260,Peru,10/20/2018,43
1261,Russia,7/3/2018,42
1262,China,10/19/2018,34
1263,Poland,3/6/2018,38
1264,Mexico,7/14/2018,44
1265,Russia,10/4/2018,25
1266,China,11/9/2018,37
1267,Indonesia,9/14/2018,33
1268,Portugal,9/5/2018,47
1269,Indonesia,7/30/2018,47
1270,Italy,8/23/2018,28
1271,China,10/8/2018,41
1272,Malawi,1/24/2018,33
1273,Egypt,7/7/2018,40
1274,Indonesia,1/28/2018,27
1275,Ireland,9/16/2018,44
1276,Brazil,10/14/2018,40
1277,Uganda,5/25/2018,45
1278,Philippines,3/30/2018,24
1279,Indonesia,5/14/2018,42
1280,Poland,7/19/2018,50
1281,Ethiopia,9/21/2018,42
1282,China,4/18/2018,35
1283,Madagascar,1/6/2018,41
1284,Belarus,5/5/2018,23
1285,Japan,11/22/2018,18
1286,Poland,10/15/2018,42
1287,France,8/16/2018,46
1288,Belarus,9/20/2018,49
1289,Indonesia,8/16/2018,24
1290,Dominican Republic,1/16/2018,39
1291,Czech Republic,7/20/2018,44
1292,France,12/14/2018,24
1293,Ukraine,11/29/2018,32
1294,China,1/12/2018,49
1295,Indonesia,6/18/2018,40
1296,China,1/23/2018,39
1297,Albania,4/13/2018,39
1298,Japan,4/25/2018,28
1299,France,11/12/2018,36
1300,Luxembourg,12/8/2018,48
1301,Georgia,11/8/2018,33
1302,Czech Republic,12/6/2018,36
1303,Russia,8/7/2018,32
1304,China,4/28/2018,31
1305,China,8/9/2018,24
1306,China,9/3/2018,25
1307,Greece,1/18/2018,38
1308,Germany,3/24/2018,46
1309,Russia,12/25/2018,36
1310,Brazil,2/4/2018,46
1311,Czech Republic,6/30/2018,41
1312,Nigeria,6/17/2018,21
1313,South Korea,8/19/2018,25
1314,North Korea,5/21/2018,35
1315,Venezuela,12/19/2018,44
1316,China,7/11/2018,35
1317,Philippines,5/30/2018,19
1318,Belgium,10/17/2018,43
1319,Thailand,4/25/2018,38
1320,Philippines,6/8/2018,47
1321,Russia,1/15/2018,22
1322,Cameroon,7/31/2018,22
1323,France,8/7/2018,36
1324,Indonesia,7/9/2018,34
1325,China,9/27/2018,28
1326,China,5/16/2018,39
1327,Uruguay,10/30/2018,39
1328,Brazil,10/12/2018,40
1329,Portugal,1/13/2018,23
1330,Peru,11/28/2018,36
1331,Sweden,5/15/2018,50
1332,Finland,1/29/2018,35
1333,Poland,3/20/2018,35
1334,Tanzania,3/10/2018,31
1335,Portugal,10/1/2018,33
1336,Philippines,2/2/2018,38
1337,Portugal,12/26/2018,40
1338,Brazil,12/16/2018,20
1339,Poland,9/6/2018,22
1340,Poland,11/28/2018,40
1341,Montenegro,10/13/2018,41
1342,Tanzania,6/6/2018,45
1343,France,5/28/2018,25
1344,Argentina,10/2/2018,28
1345,China,2/1/2018,32
1346,Jordan,9/14/2018,30
1347,Indonesia,9/4/2018,21
1348,China,3/11/2018,19
1349,Indonesia,12/27/2018,28
1350,China,10/2/2018,20
1351,Russia,1/16/2018,48
1352,China,5/10/2018,42
1353,China,2/11/2018,44
1354,China,4/5/2018,39
1355,Guinea,9/19/2018,45
1356,Indonesia,1/18/2018,42
1357,France,1/28/2018,32
1358,China,8/17/2018,19
1359,Indonesia,10/24/2018,23
1360,Libya,7/3/2018,27
1361,Russia,7/10/2018,28
1362,Germany,11/10/2018,21
1363,Greece,4/30/2018,43
1364,Yemen,10/31/2018,50
1365,China,3/7/2018,49
1366,Latvia,8/30/2018,35
1367,Argentina,11/18/2018,28
1368,France,12/23/2018,41
1369,China,11/26/2018,35
1370,Russia,8/8/2018,47
1371,Norway,7/8/2018,50
1372,China,7/19/2018,44
1373,China,11/23/2018,20
1374,China,12/25/2018,21
1375,Russia,6/23/2018,50
1376,Madagascar,2/17/2018,19
1377,Kenya,9/12/2018,41
1378,Bangladesh,6/23/2018,25
1379,Kuwait,6/23/2018,37
1380,China,12/12/2018,20
1381,Serbia,5/21/2018,35
1382,China,4/30/2018,40
1383,Portugal,11/15/2018,46
1384,Indonesia,8/8/2018,18
1385,China,11/26/2018,50
1386,Nigeria,8/3/2018,44
1387,Denmark,11/12/2018,48
1388,Indonesia,11/19/2018,35
1389,Denmark,11/1/2018,32
1390,Argentina,8/6/2018,27
1391,Andorra,2/2/2018,39
1392,Uruguay,4/16/2018,31
1393,Paraguay,3/25/2018,33
1394,Brazil,2/25/2018,49
1395,Indonesia,4/23/2018,44
1396,China,12/23/2018,43
1397,Indonesia,6/24/2018,50
1398,France,3/26/2018,50
1399,Ukraine,6/16/2018,23
1400,Peru,7/3/2018,20
1401,Russia,3/5/2018,24
1402,China,3/7/2018,23
1403,Russia,4/15/2018,22
1404,Iran,5/23/2018,41
1405,Costa Rica,1/31/2018,26
1406,China,8/30/2018,32
1407,Indonesia,6/30/2018,24
1408,Colombia,8/4/2018,50
1409,China,9/6/2018,19
1410,China,12/6/2018,50
1411,Brazil,5/14/2018,47
1412,Indonesia,1/18/2018,35
1413,Poland,3/8/2018,35
1414,Macedonia,2/5/2018,31
1415,Poland,12/5/2018,27
1416,Tunisia,9/23/2018,21
1417,Netherlands,8/15/2018,30
1418,Cambodia,9/5/2018,44
1419,France,11/21/2018,24
1420,Netherlands,10/24/2018,46
1421,Bahamas,2/9/2018,46
1422,Japan,1/18/2018,29
1423,Poland,12/6/2018,40
1424,Sweden,11/30/2018,44
1425,Philippines,10/15/2018,40
1426,Russia,10/8/2018,24
1427,Croatia,5/13/2018,36
1428,China,3/6/2018,43
1429,Portugal,5/2/2018,48
1430,Sweden,10/21/2018,18
1431,Mongolia,9/12/2018,23
1432,United States,1/26/2018,46
1433,United States,6/15/2018,26
1434,Indonesia,6/7/2018,47
1435,Indonesia,7/31/2018,37
1436,Estonia,10/9/2018,31
1437,France,5/26/2018,36
1438,North Korea,10/21/2018,19
1439,Ivory Coast,12/22/2018,22
1440,China,12/20/2018,36
1441,Japan,11/8/2018,40
1442,Russia,9/18/2018,50
1443,Russia,8/7/2018,18
1444,China,5/19/2018,27
1445,Indonesia,5/19/2018,45
1446,Finland,10/19/2018,38
1447,China,12/13/2018,35
1448,France,11/19/2018,40
1449,United States,9/26/2018,42
1450,Philippines,10/6/2018,25
1451,Peru,8/25/2018,40
1452,China,6/4/2018,38
1453,Indonesia,6/11/2018,35
1454,France,6/15/2018,48
1455,Sweden,2/28/2018,50
1456,Japan,10/14/2018,31
1457,Indonesia,1/21/2018,42
1458,Iran,9/18/2018,34
1459,Bulgaria,6/23/2018,30
1460,Tunisia,5/4/2018,29
1461,Ukraine,6/11/2018,39
1462,China,2/17/2018,29
1463,India,11/9/2018,49
1464,Indonesia,11/26/2018,19
1465,France,1/23/2018,48
1466,Poland,12/21/2018,24
1467,Slovenia,9/1/2018,43
1468,Philippines,5/25/2018,47
1469,China,12/17/2018,21
1470,Russia,4/15/2018,39
1471,France,9/7/2018,49
1472,Poland,1/11/2018,25
1473,Yemen,1/8/2018,32
1474,Dominica,9/5/2018,50
1475,Russia,5/28/2018,19
1476,Chad,7/3/2018,49
1477,Poland,8/1/2018,23
1478,Russia,10/31/2018,41
1479,Brazil,9/18/2018,40
1480,Portugal,10/11/2018,23
1481,Madagascar,3/3/2018,42
1482,Argentina,3/11/2018,23
1483,Brazil,6/16/2018,46
1484,Argentina,12/18/2018,41
1485,Greece,2/8/2018,37
1486,Sweden,3/2/2018,45
1487,France,11/15/2018,40
1488,China,11/11/2018,18
1489,China,4/18/2018,25
1490,Philippines,3/30/2018,44
1491,Panama,6/1/2018,31
1492,Mexico,11/6/2018,48
1493,Paraguay,10/26/2018,50
1494,Russia,5/10/2018,32
1495,Thailand,4/21/2018,23
1496,China,4/5/2018,30
1497,Indonesia,8/31/2018,48
1498,China,4/10/2018,36
1499,Ivory Coast,1/11/2018,30
1500,Indonesia,5/24/2018,36
1501,China,4/23/2018,49
1502,France,4/12/2018,33
1503,Croatia,7/22/2018,40
1504,China,11/11/2018,29
1505,China,10/8/2018,32
1506,Serbia,7/8/2018,24
1507,China,12/2/2018,19
1508,Kenya,3/4/2018,46
1509,Tajikistan,4/23/2018,36
1510,China,11/2/2018,46
1511,Indonesia,4/17/2018,34
1512,United Kingdom,9/24/2018,46
1513,China,9/13/2018,20
1514,Russia,1/22/2018,24
1515,Philippines,5/3/2018,32
1516,Angola,6/16/2018,18
1517,Sweden,1/29/2018,26
1518,China,12/9/2018,30
1519,United States,10/9/2018,27
1520,Philippines,12/28/2018,25
1521,United States,7/15/2018,28
1522,Russia,10/3/2018,42
1523,China,9/28/2018,46
1524,China,2/11/2018,23
1525,Peru,9/22/2018,27
1526,Luxembourg,3/19/2018,37
1527,Ecuador,10/22/2018,39
1528,China,3/24/2018,39
1529,Mongolia,2/9/2018,28
1530,Angola,10/11/2018,41
1531,Tunisia,7/15/2018,28
1532,Indonesia,10/25/2018,23
1533,Gambia,10/11/2018,45
1534,Ukraine,10/3/2018,45
1535,Thailand,3/6/2018,25
1536,Japan,9/21/2018,44
1537,Denmark,12/26/2018,26
1538,Philippines,1/29/2018,20
1539,Poland,5/8/2018,29
1540,Philippines,8/15/2018,27
1541,Ukraine,1/28/2018,26
1542,Indonesia,8/3/2018,37
1543,Ukraine,8/26/2018,42
1544,Poland,1/14/2018,42
1545,Niger,9/4/2018,30
1546,China,6/3/2018,46
1547,Portugal,3/14/2018,49
1548,Jordan,12/25/2018,28
1549,Honduras,8/29/2018,38
1550,Indonesia,7/16/2018,26
1551,France,5/2/2018,28
1552,Syria,5/11/2018,43
1553,China,4/17/2018,46
1554,Finland,1/11/2018,50
1555,China,9/9/2018,32
1556,Brazil,8/7/2018,21
1557,Honduras,5/8/2018,23
1558,Uzbekistan,10/20/2018,39
1559,Morocco,10/8/2018,33
1560,Philippines,12/16/2018,39
1561,Vietnam,4/14/2018,31
1562,China,12/3/2018,49
1563,Finland,9/8/2018,27
1564,China,8/31/2018,29
1565,Russia,3/28/2018,29
1566,China,10/16/2018,28
1567,China,12/16/2018,28
1568,Indonesia,6/2/2018,25
1569,Peru,2/16/2018,31
1570,Argentina,10/8/2018,18
1571,Philippines,5/15/2018,44
1572,Indonesia,11/2/2018,29
1573,Sweden,7/24/2018,30
1574,Malaysia,7/12/2018,39
1575,Philippines,6/30/2018,30
1576,Portugal,4/25/2018,25
1577,China,2/12/2018,36
1578,Reunion,6/20/2018,32
1579,China,11/21/2018,42
1580,Indonesia,11/27/2018,37
1581,China,6/23/2018,43
1582,China,7/7/2018,49
1583,Indonesia,8/15/2018,48
1584,Macedonia,7/20/2018,44
1585,Poland,11/8/2018,46
1586,Myanmar,1/18/2018,27
1587,Tajikistan,2/21/2018,29
1588,Czech Republic,9/28/2018,31
1589,Indonesia,8/5/2018,46
1590,Malaysia,11/28/2018,22
1591,Sweden,2/3/2018,19
1592,France,3/1/2018,31
1593,Uzbekistan,1/15/2018,45
1594,Russia,11/18/2018,26
1595,Philippines,5/28/2018,35
1596,Peru,7/25/2018,29
1597,Slovenia,7/27/2018,33
1598,China,8/22/2018,41
1599,Philippines,12/17/2018,38
1600,Indonesia,5/28/2018,30
1601,Niger,3/7/2018,23
1602,China,5/21/2018,43
1603,Georgia,11/28/2018,37
1604,Russia,8/8/2018,40
1605,China,3/3/2018,46
1606,Indonesia,6/15/2018,20
1607,Japan,4/15/2018,22
1608,Portugal,3/19/2018,45
1609,Luxembourg,5/23/2018,39
1610,China,4/9/2018,43
1611,China,7/27/2018,39
1612,China,1/23/2018,30
1613,France,10/25/2018,22
1614,China,3/16/2018,39
1615,Indonesia,3/23/2018,40
1616,Egypt,4/19/2018,23
1617,Mexico,3/5/2018,37
1618,China,1/18/2018,37
1619,China,4/16/2018,25
1620,China,6/22/2018,46
1621,Japan,9/12/2018,36
1622,Czech Republic,7/29/2018,50
1623,Israel,2/21/2018,33
1624,China,6/19/2018,30
1625,Indonesia,11/15/2018,48
1626,Cambodia,9/26/2018,42
1627,Panama,6/14/2018,24
1628,North Korea,2/3/2018,26
1629,China,4/23/2018,46
1630,Philippines,3/15/2018,49
1631,France,12/9/2018,29
1632,Philippines,3/2/2018,35
1633,Brazil,11/24/2018,40
1634,China,9/11/2018,49
1635,United States,6/5/2018,34
1636,France,1/4/2018,40
1637,Afghanistan,6/12/2018,18
1638,Russia,12/1/2018,37
1639,Russia,8/6/2018,32
1640,France,1/11/2018,35
1641,China,6/18/2018,46
1642,China,6/15/2018,42
1643,Portugal,8/21/2018,48
1644,China,12/26/2018,18
1645,Russia,8/30/2018,44
1646,France,4/8/2018,34
1647,Portugal,11/18/2018,26
1648,China,5/3/2018,37
1649,Honduras,3/30/2018,45
1650,Argentina,12/2/2018,23
1651,Philippines,9/25/2018,26
1652,Afghanistan,4/19/2018,20
1653,France,2/2/2018,22
1654,Czech Republic,5/10/2018,21
1655,Russia,5/12/2018,44
1656,Poland,11/5/2018,31
1657,Luxembourg,9/13/2018,18
1658,Burundi,7/25/2018,34
1659,China,7/29/2018,44
1660,China,9/26/2018,45
1661,Nigeria,7/14/2018,19
1662,Indonesia,1/30/2018,18
1663,Portugal,1/24/2018,38
1664,China,11/28/2018,47
1665,Portugal,10/28/2018,25
1666,Portugal,4/24/2018,49
1667,Philippines,10/11/2018,41
1668,Latvia,11/5/2018,26
1669,China,3/16/2018,26
1670,Greece,8/4/2018,49
1671,China,3/2/2018,26
1672,Indonesia,1/1/2018,41
1673,China,9/17/2018,40
1674,China,10/24/2018,26
1675,China,1/31/2018,37
1676,Russia,5/5/2018,34
1677,Greece,2/28/2018,49
1678,Greece,10/28/2018,35
1679,Indonesia,4/5/2018,36
1680,Myanmar,3/18/2018,33
1681,Russia,12/24/2018,25
1682,United States,2/1/2018,27
1683,Germany,10/31/2018,41
1684,Canada,8/13/2018,24
1685,South Africa,8/9/2018,27
1686,Afghanistan,4/16/2018,50
1687,Niger,5/5/2018,48
1688,Slovenia,8/21/2018,39
1689,United States,11/23/2018,40
1690,Indonesia,2/1/2018,26
1691,Canada,9/4/2018,22
1692,China,5/9/2018,49
1693,Indonesia,12/20/2018,26
1694,Pakistan,3/7/2018,20
1695,China,10/22/2018,31
1696,China,2/24/2018,38
1697,China,5/4/2018,35
1698,United States,7/20/2018,47
1699,China,8/2/2018,39
1700,Indonesia,5/22/2018,38
1701,Finland,3/18/2018,44
1702,Macedonia,1/29/2018,49
1703,China,7/18/2018,28
1704,Democratic Republic of the Congo,7/29/2018,47
1705,France,1/26/2018,39
1706,China,5/3/2018,39
1707,Mexico,12/27/2018,36
1708,Indonesia,11/25/2018,41
1709,Ghana,8/9/2018,50
1710,France,7/8/2018,48
1711,Guatemala,6/6/2018,20
1712,Indonesia,2/11/2018,23
1713,China,4/2/2018,44
1714,Philippines,11/23/2018,49
1715,Philippines,5/1/2018,18
1716,France,12/17/2018,21
1717,Bulgaria,7/3/2018,40
1718,Portugal,8/20/2018,43
1719,Canada,12/2/2018,23
1720,Greece,3/17/2018,31
1721,France,9/15/2018,34
1722,China,10/5/2018,48
1723,Indonesia,11/15/2018,27
1724,China,6/2/2018,26
1725,Syria,1/10/2018,18
1726,Philippines,3/22/2018,41
1727,China,9/12/2018,37
1728,Japan,4/2/2018,42
1729,Brazil,5/9/2018,47
1730,Ukraine,9/4/2018,45
1731,France,4/28/2018,28
1732,Brazil,6/3/2018,27
1733,China,1/16/2018,39
1734,Portugal,12/23/2018,20
1735,Philippines,1/4/2018,28
1736,Philippines,5/25/2018,19
1737,Bosnia and Herzegovina,1/12/2018,40
1738,China,5/11/2018,41
1739,Philippines,1/29/2018,23
1740,United States,5/25/2018,48
1741,Martinique,4/19/2018,26
1742,Denmark,11/6/2018,37
1743,Nigeria,11/15/2018,35
1744,Portugal,2/21/2018,32
1745,Indonesia,3/20/2018,45
1746,Indonesia,6/19/2018,26
1747,Russia,12/21/2018,46
1748,Montenegro,5/17/2018,43
1749,Poland,1/6/2018,47
1750,Philippines,4/2/2018,39
1751,Kazakhstan,4/26/2018,30
